OBJECTID,id,Source,Received_Date,Total_Allocated,Vaccinated,Re_Allocated,Date_Updated,Date_str,Today
1,1,NRG,2020/12/23 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/23/2020,6/22/2021
2,2,NRG,2020/12/24 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/24/2020,6/22/2021
3,3,NRG,2020/12/25 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/25/2020,6/22/2021
4,4,NRG,2020/12/26 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/26/2020,6/22/2021
5,5,NRG,2020/12/27 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/27/2020,6/22/2021
6,6,NRG,2020/12/28 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/28/2020,6/22/2021
7,7,NRG,2020/12/29 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/29/2020,6/22/2021
8,8,NRG,2020/12/30 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/30/2020,6/22/2021
9,9,NRG,2020/12/31 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/31/2020,6/22/2021
10,10,NRG,2021/01/01 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/1/2021,6/22/2021
11,11,NRG,2021/01/02 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/2/2021,6/22/2021
12,12,NRG,2021/01/03 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/3/2021,6/22/2021
13,13,NRG,2021/01/04 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/4/2021,6/22/2021
14,14,NRG,2021/01/05 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/5/2021,6/22/2021
15,15,NRG,2021/01/06 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/6/2021,6/22/2021
16,16,NRG,2021/01/07 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/7/2021,6/22/2021
17,17,NRG,2021/01/08 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/8/2021,6/22/2021
18,18,NRG,2021/01/09 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/9/2021,6/22/2021
19,19,NRG,2021/01/10 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/10/2021,6/22/2021
20,20,NRG,2021/01/11 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/11/2021,6/22/2021
21,21,NRG,2021/01/12 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/12/2021,6/22/2021
22,22,NRG,2021/01/13 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/13/2021,6/22/2021
23,23,NRG,2021/01/14 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/14/2021,6/22/2021
24,24,NRG,2021/01/15 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/15/2021,6/22/2021
25,25,NRG,2021/01/16 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/16/2021,6/22/2021
26,26,NRG,2021/01/17 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/17/2021,6/22/2021
27,27,NRG,2021/01/18 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/18/2021,6/22/2021
28,28,NRG,2021/01/19 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/19/2021,6/22/2021
29,29,NRG,2021/01/20 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/20/2021,6/22/2021
30,30,NRG,2021/01/21 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/21/2021,6/22/2021
31,31,NRG,2021/01/22 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/22/2021,6/22/2021
32,32,NRG,2021/01/23 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/23/2021,6/22/2021
33,33,NRG,2021/01/24 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/24/2021,6/22/2021
34,34,NRG,2021/01/25 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/25/2021,6/22/2021
35,35,NRG,2021/01/26 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/26/2021,6/22/2021
36,36,NRG,2021/01/27 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/27/2021,6/22/2021
37,37,NRG,2021/01/28 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/28/2021,6/22/2021
38,38,NRG,2021/01/29 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/29/2021,6/22/2021
39,39,NRG,2021/01/30 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/30/2021,6/22/2021
40,40,NRG,2021/01/31 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,1/31/2021,6/22/2021
41,41,NRG,2021/02/01 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/1/2021,6/22/2021
42,42,NRG,2021/02/02 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/2/2021,6/22/2021
43,43,NRG,2021/02/03 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/3/2021,6/22/2021
44,44,NRG,2021/02/04 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/4/2021,6/22/2021
45,45,NRG,2021/02/05 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/5/2021,6/22/2021
46,46,NRG,2021/02/06 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/6/2021,6/22/2021
47,47,NRG,2021/02/07 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/7/2021,6/22/2021
48,48,NRG,2021/02/08 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/8/2021,6/22/2021
49,49,NRG,2021/02/09 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/9/2021,6/22/2021
50,50,NRG,2021/02/10 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/10/2021,6/22/2021
51,51,NRG,2021/02/11 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/11/2021,6/22/2021
52,52,NRG,2021/02/12 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/12/2021,6/22/2021
53,53,NRG,2021/02/13 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/13/2021,6/22/2021
54,54,NRG,2021/02/14 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/14/2021,6/22/2021
55,55,NRG,2021/02/15 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/15/2021,6/22/2021
56,56,NRG,2021/02/16 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/16/2021,6/22/2021
57,57,NRG,2021/02/17 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/17/2021,6/22/2021
58,58,NRG,2021/02/18 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/18/2021,6/22/2021
59,59,NRG,2021/02/19 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/19/2021,6/22/2021
60,60,NRG,2021/02/20 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/20/2021,6/22/2021
61,61,NRG,2021/02/21 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/21/2021,6/22/2021
62,62,NRG,2021/02/22 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,2/22/2021,6/22/2021
63,63,NRG,2021/02/23 05:00:00+00,42120,123,0,2021/06/22 05:00:00+00,2/23/2021,6/22/2021
64,64,NRG,2021/02/24 05:00:00+00,42120,5647,0,2021/06/22 05:00:00+00,2/24/2021,6/22/2021
65,65,NRG,2021/02/25 05:00:00+00,42120,11543,0,2021/06/22 05:00:00+00,2/25/2021,6/22/2021
66,66,NRG,2021/02/26 05:00:00+00,42120,17337,0,2021/06/22 05:00:00+00,2/26/2021,6/22/2021
67,67,NRG,2021/02/27 05:00:00+00,42120,23134,0,2021/06/22 05:00:00+00,2/27/2021,6/22/2021
68,68,NRG,2021/02/28 05:00:00+00,42120,28882,0,2021/06/22 05:00:00+00,2/28/2021,6/22/2021
69,69,NRG,2021/03/01 05:00:00+00,84240,34301,0,2021/06/22 05:00:00+00,3/1/2021,6/22/2021
70,70,NRG,2021/03/02 05:00:00+00,84240,40045,0,2021/06/22 05:00:00+00,3/2/2021,6/22/2021
71,71,NRG,2021/03/03 05:00:00+00,84240,46018,0,2021/06/22 05:00:00+00,3/3/2021,6/22/2021
72,72,NRG,2021/03/04 05:00:00+00,84240,51949,0,2021/06/22 05:00:00+00,3/4/2021,6/22/2021
73,73,NRG,2021/03/05 05:00:00+00,84240,58158,0,2021/06/22 05:00:00+00,3/5/2021,6/22/2021
74,74,NRG,2021/03/06 05:00:00+00,84240,64309,0,2021/06/22 05:00:00+00,3/6/2021,6/22/2021
75,75,NRG,2021/03/07 05:00:00+00,84240,70255,0,2021/06/22 05:00:00+00,3/7/2021,6/22/2021
76,76,NRG,2021/03/08 05:00:00+00,126360,76476,0,2021/06/22 05:00:00+00,3/8/2021,6/22/2021
77,77,NRG,2021/03/09 05:00:00+00,126360,82841,0,2021/06/22 05:00:00+00,3/9/2021,6/22/2021
78,78,NRG,2021/03/10 05:00:00+00,126360,89000,0,2021/06/22 05:00:00+00,3/10/2021,6/22/2021
79,79,NRG,2021/03/11 05:00:00+00,126360,95487,0,2021/06/22 05:00:00+00,3/11/2021,6/22/2021
80,80,NRG,2021/03/12 05:00:00+00,126360,101732,0,2021/06/22 05:00:00+00,3/12/2021,6/22/2021
81,81,NRG,2021/03/13 05:00:00+00,126360,107998,0,2021/06/22 05:00:00+00,3/13/2021,6/22/2021
82,82,NRG,2021/03/14 05:00:00+00,126360,114264,0,2021/06/22 05:00:00+00,3/14/2021,6/22/2021
83,83,NRG,2021/03/15 05:00:00+00,126360,120477,0,2021/06/22 05:00:00+00,3/15/2021,6/22/2021
84,84,NRG,2021/03/16 05:00:00+00,126360,126420,0,2021/06/22 05:00:00+00,3/16/2021,6/22/2021
85,85,NRG,2021/03/17 05:00:00+00,126360,132043,0,2021/06/22 05:00:00+00,3/17/2021,6/22/2021
86,86,NRG,2021/03/18 05:00:00+00,126360,136147,0,2021/06/22 05:00:00+00,3/18/2021,6/22/2021
87,87,NRG,2021/03/19 05:00:00+00,126360,142385,0,2021/06/22 05:00:00+00,3/19/2021,6/22/2021
88,88,NRG,2021/03/20 05:00:00+00,126360,145469,0,2021/06/22 05:00:00+00,3/20/2021,6/22/2021
89,89,NRG,2021/03/21 05:00:00+00,126360,151239,0,2021/06/22 05:00:00+00,3/21/2021,6/22/2021
90,90,NRG,2021/03/22 05:00:00+00,126360,156002,0,2021/06/22 05:00:00+00,3/22/2021,6/22/2021
91,91,NRG,2021/03/23 05:00:00+00,210600,161374,0,2021/06/22 05:00:00+00,3/23/2021,6/22/2021
92,92,NRG,2021/03/24 05:00:00+00,210600,167147,0,2021/06/22 05:00:00+00,3/24/2021,6/22/2021
93,93,NRG,2021/03/25 05:00:00+00,210600,172134,0,2021/06/22 05:00:00+00,3/25/2021,6/22/2021
94,94,NRG,2021/03/26 05:00:00+00,210600,178107,0,2021/06/22 05:00:00+00,3/26/2021,6/22/2021
95,95,NRG,2021/03/27 05:00:00+00,210600,184489,0,2021/06/22 05:00:00+00,3/27/2021,6/22/2021
96,96,NRG,2021/03/28 05:00:00+00,210600,191002,0,2021/06/22 05:00:00+00,3/28/2021,6/22/2021
97,97,NRG,2021/03/29 05:00:00+00,210600,196514,0,2021/06/22 05:00:00+00,3/29/2021,6/22/2021
98,98,NRG,2021/03/30 05:00:00+00,210600,202554,0,2021/06/22 05:00:00+00,3/30/2021,6/22/2021
99,99,NRG,2021/03/31 05:00:00+00,210600,208727,0,2021/06/22 05:00:00+00,3/31/2021,6/22/2021
100,100,NRG,2021/04/01 05:00:00+00,294720,215027,0,2021/06/22 05:00:00+00,4/1/2021,6/22/2021
101,101,NRG,2021/04/02 05:00:00+00,294720,221710,0,2021/06/22 05:00:00+00,4/2/2021,6/22/2021
102,102,NRG,2021/04/03 05:00:00+00,294720,227647,0,2021/06/22 05:00:00+00,4/3/2021,6/22/2021
103,103,NRG,2021/04/04 05:00:00+00,294720,227647,0,2021/06/22 05:00:00+00,4/4/2021,6/22/2021
104,104,NRG,2021/04/05 05:00:00+00,294720,234682,0,2021/06/22 05:00:00+00,4/5/2021,6/22/2021
105,105,NRG,2021/04/06 05:00:00+00,294720,241658,0,2021/06/22 05:00:00+00,4/6/2021,6/22/2021
106,106,NRG,2021/04/07 05:00:00+00,294720,245106,0,2021/06/22 05:00:00+00,4/7/2021,6/22/2021
107,107,NRG,2021/04/08 05:00:00+00,294720,248640,0,2021/06/22 05:00:00+00,4/8/2021,6/22/2021
108,108,NRG,2021/04/09 05:00:00+00,336720,254984,0,2021/06/22 05:00:00+00,4/9/2021,6/22/2021
109,109,NRG,2021/04/10 05:00:00+00,336720,261093,0,2021/06/22 05:00:00+00,4/10/2021,6/22/2021
110,110,NRG,2021/04/11 05:00:00+00,336720,267019,0,2021/06/22 05:00:00+00,4/11/2021,6/22/2021
111,111,NRG,2021/04/12 05:00:00+00,336720,271013,0,2021/06/22 05:00:00+00,4/12/2021,6/22/2021
112,112,NRG,2021/04/13 05:00:00+00,342570,273689,0,2021/06/22 05:00:00+00,4/13/2021,6/22/2021
113,113,NRG,2021/04/14 05:00:00+00,369480,276256,0,2021/06/22 05:00:00+00,4/14/2021,6/22/2021
114,114,NRG,2021/04/15 05:00:00+00,372480,278817,0,2021/06/22 05:00:00+00,4/15/2021,6/22/2021
115,115,NRG,2021/04/16 05:00:00+00,372480,283467,0,2021/06/22 05:00:00+00,4/16/2021,6/22/2021
116,116,NRG,2021/04/17 05:00:00+00,372480,286490,0,2021/06/22 05:00:00+00,4/17/2021,6/22/2021
117,117,NRG,2021/04/18 05:00:00+00,372480,287965,0,2021/06/22 05:00:00+00,4/18/2021,6/22/2021
118,118,NRG,2021/04/19 05:00:00+00,414600,288666,0,2021/06/22 05:00:00+00,4/19/2021,6/22/2021
119,119,NRG,2021/04/20 05:00:00+00,414600,290128,0,2021/06/22 05:00:00+00,4/20/2021,6/22/2021
120,120,NRG,2021/04/21 05:00:00+00,414600,292899,0,2021/06/22 05:00:00+00,4/21/2021,6/22/2021
121,121,NRG,2021/04/22 05:00:00+00,414600,295007,0,2021/06/22 05:00:00+00,4/22/2021,6/22/2021
122,122,NRG,2021/04/23 05:00:00+00,414600,297394,0,2021/06/22 05:00:00+00,4/23/2021,6/22/2021
123,123,NRG,2021/04/24 05:00:00+00,414600,299227,0,2021/06/22 05:00:00+00,4/24/2021,6/22/2021
124,124,NRG,2021/04/25 05:00:00+00,414600,300580,0,2021/06/22 05:00:00+00,4/25/2021,6/22/2021
125,125,NRG,2021/04/26 05:00:00+00,414600,302039,0,2021/06/22 05:00:00+00,4/26/2021,6/22/2021
126,126,NRG,2021/04/27 05:00:00+00,414600,303292,0,2021/06/22 05:00:00+00,4/27/2021,6/22/2021
127,127,NRG,2021/04/28 05:00:00+00,414600,304597,0,2021/06/22 05:00:00+00,4/28/2021,6/22/2021
128,128,NRG,2021/04/29 05:00:00+00,414600,305852,0,2021/06/22 05:00:00+00,4/29/2021,6/22/2021
129,129,NRG,2021/04/30 05:00:00+00,414600,307355,0,2021/06/22 05:00:00+00,4/30/2021,6/22/2021
130,130,NRG,2021/05/01 05:00:00+00,414600,309077,0,2021/06/22 05:00:00+00,5/1/2021,6/22/2021
131,131,NRG,2021/05/02 05:00:00+00,414600,310392,0,2021/06/22 05:00:00+00,5/2/2021,6/22/2021
132,132,NRG,2021/05/03 05:00:00+00,414600,311552,0,2021/06/22 05:00:00+00,5/3/2021,6/22/2021
133,133,NRG,2021/05/04 05:00:00+00,456720,313461,0,2021/06/22 05:00:00+00,5/4/2021,6/22/2021
134,134,NRG,2021/05/05 05:00:00+00,456720,315572,0,2021/06/22 05:00:00+00,5/5/2021,6/22/2021
135,135,NRG,2021/05/06 05:00:00+00,456720,317942,0,2021/06/22 05:00:00+00,5/6/2021,6/22/2021
136,136,NRG,2021/05/07 05:00:00+00,456720,321638,0,2021/06/22 05:00:00+00,5/7/2021,6/22/2021
137,137,NRG,2021/05/08 05:00:00+00,456720,324848,0,2021/06/22 05:00:00+00,5/8/2021,6/22/2021
138,138,NRG,2021/05/09 05:00:00+00,456720,327155,0,2021/06/22 05:00:00+00,5/9/2021,6/22/2021
139,139,NRG,2021/05/10 05:00:00+00,456720,330134,0,2021/06/22 05:00:00+00,5/10/2021,6/22/2021
140,140,NRG,2021/05/11 05:00:00+00,456720,331398,0,2021/06/22 05:00:00+00,5/11/2021,6/22/2021
141,141,NRG,2021/05/12 05:00:00+00,456720,333625,0,2021/06/22 05:00:00+00,5/12/2021,6/22/2021
142,142,NRG,2021/05/13 05:00:00+00,456720,336140,0,2021/06/22 05:00:00+00,5/13/2021,6/22/2021
143,143,NRG,2021/05/14 05:00:00+00,456720,339306,0,2021/06/22 05:00:00+00,5/14/2021,6/22/2021
144,144,NRG,2021/05/15 05:00:00+00,456720,343415,0,2021/06/22 05:00:00+00,5/15/2021,6/22/2021
145,145,NRG,2021/05/16 05:00:00+00,456720,344834,0,2021/06/22 05:00:00+00,5/16/2021,6/22/2021
146,146,NRG,2021/05/17 05:00:00+00,456720,344840,0,2021/06/22 05:00:00+00,5/17/2021,6/22/2021
147,147,NRG,2021/05/18 05:00:00+00,456720,347052,0,2021/06/22 05:00:00+00,5/18/2021,6/22/2021
148,148,NRG,2021/05/19 05:00:00+00,456720,348932,0,2021/06/22 05:00:00+00,5/19/2021,6/22/2021
149,149,NRG,2021/05/20 05:00:00+00,456720,351019,0,2021/06/22 05:00:00+00,5/20/2021,6/22/2021
150,150,NRG,2021/05/21 05:00:00+00,456720,352709,0,2021/06/22 05:00:00+00,5/21/2021,6/22/2021
151,151,NRG,2021/05/22 05:00:00+00,456720,355050,0,2021/06/22 05:00:00+00,5/22/2021,6/22/2021
152,152,NRG,2021/05/23 05:00:00+00,456720,357120,0,2021/06/22 05:00:00+00,5/23/2021,6/22/2021
153,153,NRG,2021/05/24 05:00:00+00,456720,357120,0,2021/06/22 05:00:00+00,5/24/2021,6/22/2021
154,154,NRG,2021/05/25 05:00:00+00,456720,358604,0,2021/06/22 05:00:00+00,5/25/2021,6/22/2021
155,155,NRG,2021/05/26 05:00:00+00,456720,359547,0,2021/06/22 05:00:00+00,5/26/2021,6/22/2021
156,156,NRG,2021/05/27 05:00:00+00,456720,360501,0,2021/06/22 05:00:00+00,5/27/2021,6/22/2021
157,157,NRG,2021/05/28 05:00:00+00,456720,361664,0,2021/06/22 05:00:00+00,5/28/2021,6/22/2021
158,158,NRG,2021/05/29 05:00:00+00,456720,362901,0,2021/06/22 05:00:00+00,5/29/2021,6/22/2021
159,159,NRG,2021/05/30 05:00:00+00,456720,363808,0,2021/06/22 05:00:00+00,5/30/2021,6/22/2021
160,160,NRG,2021/05/31 05:00:00+00,456720,363808,0,2021/06/22 05:00:00+00,5/31/2021,6/22/2021
161,161,NRG,2021/06/01 05:00:00+00,456720,364624,0,2021/06/22 05:00:00+00,6/1/2021,6/22/2021
162,162,NRG,2021/06/02 05:00:00+00,456720,365375,0,2021/06/22 05:00:00+00,6/2/2021,6/22/2021
163,163,NRG,2021/06/03 05:00:00+00,456720,366118,0,2021/06/22 05:00:00+00,6/3/2021,6/22/2021
164,164,NRG,2021/06/04 05:00:00+00,456720,367416,0,2021/06/22 05:00:00+00,6/4/2021,6/22/2021
165,165,NRG,2021/06/05 05:00:00+00,456720,369098,0,2021/06/22 05:00:00+00,6/5/2021,6/22/2021
166,166,NRG,2021/06/06 05:00:00+00,456720,370162,0,2021/06/22 05:00:00+00,6/6/2021,6/22/2021
167,167,NRG,2021/06/07 05:00:00+00,456720,370162,0,2021/06/22 05:00:00+00,6/7/2021,6/22/2021
168,168,NRG,2021/06/08 05:00:00+00,456720,371055,0,2021/06/22 05:00:00+00,6/8/2021,6/22/2021
169,169,NRG,2021/06/09 05:00:00+00,473100,371677,0,2021/06/22 05:00:00+00,6/9/2021,6/22/2021
170,170,NRG,2021/06/10 05:00:00+00,473100,372299,0,2021/06/22 05:00:00+00,6/10/2021,6/22/2021
171,171,NRG,2021/06/11 05:00:00+00,473100,373138,0,2021/06/22 05:00:00+00,6/11/2021,6/22/2021
172,172,NRG,2021/06/12 05:00:00+00,473100,374178,0,2021/06/22 05:00:00+00,6/12/2021,6/22/2021
173,173,NRG,2021/06/13 05:00:00+00,473100,375203,0,2021/06/22 05:00:00+00,6/13/2021,6/22/2021
174,174,NRG,2021/06/14 05:00:00+00,473100,375203,0,2021/06/22 05:00:00+00,6/14/2021,6/22/2021
175,175,NRG,2021/06/15 05:00:00+00,473100,375684,0,2021/06/22 05:00:00+00,6/15/2021,6/22/2021
176,176,NRG,2021/06/16 05:00:00+00,473100,376106,0,2021/06/22 05:00:00+00,6/16/2021,6/22/2021
177,177,NRG,2021/06/17 05:00:00+00,473100,376558,0,2021/06/22 05:00:00+00,6/17/2021,6/22/2021
178,178,NRG,2021/06/18 05:00:00+00,473100,377107,0,2021/06/22 05:00:00+00,6/18/2021,6/22/2021
179,179,NRG,2021/06/19 05:00:00+00,473100,377776,0,2021/06/22 05:00:00+00,6/19/2021,6/22/2021
180,180,NRG,2021/06/20 05:00:00+00,473100,378260,0,2021/06/22 05:00:00+00,6/20/2021,6/22/2021
181,181,NRG,2021/06/21 05:00:00+00,473100,378260,0,2021/06/22 05:00:00+00,6/21/2021,6/22/2021
182,182,NRG,2021/06/22 05:00:00+00,473100,378260,0,2021/06/22 05:00:00+00,6/22/2021,6/22/2021
183,183,HCTX,2020/12/23 05:00:00+00,3000,0,0,2021/06/22 05:00:00+00,12/23/2020,6/22/2021
184,184,HOU,2020/12/23 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/23/2020,6/22/2021
185,185,HCTX,2020/12/24 05:00:00+00,3000,0,0,2021/06/22 05:00:00+00,12/24/2020,6/22/2021
186,186,HOU,2020/12/24 05:00:00+00,0,0,0,2021/06/22 05:00:00+00,12/24/2020,6/22/2021
187,187,HCTX,2020/12/25 05:00:00+00,3000,0,0,2021/06/22 05:00:00+00,12/25/2020,6/22/2021
