OBJECTID,id,Source,Received_Date,Total_Allocated,Vaccinated,Re_Allocated,Date_Updated,Date_str,Today
364,364,HOU,2021/03/23 05:00:00+00,223730,105251,90635,2021/06/22 05:00:00+00,3/23/2021,6/22/2021
365,365,HCTX,2021/03/24 05:00:00+00,424200,320807,42620,2021/06/22 05:00:00+00,3/24/2021,6/22/2021
366,366,HOU,2021/03/24 05:00:00+00,223730,106574,91135,2021/06/22 05:00:00+00,3/24/2021,6/22/2021
367,367,HCTX,2021/03/25 05:00:00+00,434200,329636,42620,2021/06/22 05:00:00+00,3/25/2021,6/22/2021
368,368,HOU,2021/03/25 05:00:00+00,233730,108468,97495,2021/06/22 05:00:00+00,3/25/2021,6/22/2021
369,369,HCTX,2021/03/26 05:00:00+00,434200,340979,42620,2021/06/22 05:00:00+00,3/26/2021,6/22/2021
370,370,HOU,2021/03/26 05:00:00+00,233740,110609,101995,2021/06/22 05:00:00+00,3/26/2021,6/22/2021
371,371,HCTX,2021/03/27 05:00:00+00,434200,352782,42620,2021/06/22 05:00:00+00,3/27/2021,6/22/2021
372,372,HOU,2021/03/27 05:00:00+00,233740,113320,102830,2021/06/22 05:00:00+00,3/27/2021,6/22/2021
373,373,HCTX,2021/03/28 05:00:00+00,434200,359295,42620,2021/06/22 05:00:00+00,3/28/2021,6/22/2021
374,374,HOU,2021/03/28 05:00:00+00,233740,113320,102830,2021/06/22 05:00:00+00,3/28/2021,6/22/2021
375,375,HCTX,2021/03/29 05:00:00+00,434200,365007,42620,2021/06/22 05:00:00+00,3/29/2021,6/22/2021
376,376,HOU,2021/03/29 05:00:00+00,234840,115266,102830,2021/06/22 05:00:00+00,3/29/2021,6/22/2021
377,377,HCTX,2021/03/30 05:00:00+00,443200,375240,42620,2021/06/22 05:00:00+00,3/30/2021,6/22/2021
378,378,HOU,2021/03/30 05:00:00+00,244440,116924,104830,2021/06/22 05:00:00+00,3/30/2021,6/22/2021
379,379,HCTX,2021/03/31 05:00:00+00,443200,385411,42620,2021/06/22 05:00:00+00,3/31/2021,6/22/2021
380,380,HOU,2021/03/31 05:00:00+00,244440,118697,105230,2021/06/22 05:00:00+00,3/31/2021,6/22/2021
381,381,HCTX,2021/04/01 05:00:00+00,537320,396196,42650,2021/06/22 05:00:00+00,4/1/2021,6/22/2021
382,382,HOU,2021/04/01 05:00:00+00,254440,120540,112140,2021/06/22 05:00:00+00,4/1/2021,6/22/2021
383,383,HCTX,2021/04/02 05:00:00+00,537320,407889,42650,2021/06/22 05:00:00+00,4/2/2021,6/22/2021
384,384,HOU,2021/04/02 05:00:00+00,254440,121681,113080,2021/06/22 05:00:00+00,4/2/2021,6/22/2021
385,385,HCTX,2021/04/03 05:00:00+00,537320,413826,42650,2021/06/22 05:00:00+00,4/3/2021,6/22/2021
386,386,HOU,2021/04/03 05:00:00+00,254440,121698,114510,2021/06/22 05:00:00+00,4/3/2021,6/22/2021
387,387,HCTX,2021/04/04 05:00:00+00,537320,413826,42650,2021/06/22 05:00:00+00,4/4/2021,6/22/2021
388,388,HOU,2021/04/04 05:00:00+00,254440,121698,114510,2021/06/22 05:00:00+00,4/4/2021,6/22/2021
389,389,HCTX,2021/04/05 05:00:00+00,537320,421103,42650,2021/06/22 05:00:00+00,4/5/2021,6/22/2021
390,390,HOU,2021/04/05 05:00:00+00,254440,122528,115310,2021/06/22 05:00:00+00,4/5/2021,6/22/2021
391,391,HCTX,2021/04/06 05:00:00+00,546320,433677,42650,2021/06/22 05:00:00+00,4/6/2021,6/22/2021
392,392,HOU,2021/04/06 05:00:00+00,263440,123920,115810,2021/06/22 05:00:00+00,4/6/2021,6/22/2021
393,393,HCTX,2021/04/07 05:00:00+00,546320,441767,42650,2021/06/22 05:00:00+00,4/7/2021,6/22/2021
394,394,HOU,2021/04/07 05:00:00+00,263440,125503,120680,2021/06/22 05:00:00+00,4/7/2021,6/22/2021
395,395,HCTX,2021/04/08 05:00:00+00,546320,447924,42650,2021/06/22 05:00:00+00,4/8/2021,6/22/2021
396,396,HOU,2021/04/08 05:00:00+00,263440,126905,122080,2021/06/22 05:00:00+00,4/8/2021,6/22/2021
397,397,HCTX,2021/04/09 05:00:00+00,601320,460604,42650,2021/06/22 05:00:00+00,4/9/2021,6/22/2021
398,398,HOU,2021/04/09 05:00:00+00,273440,128745,123100,2021/06/22 05:00:00+00,4/9/2021,6/22/2021
399,399,HCTX,2021/04/10 05:00:00+00,601320,470102,42650,2021/06/22 05:00:00+00,4/10/2021,6/22/2021
400,400,HOU,2021/04/10 05:00:00+00,273440,130134,126920,2021/06/22 05:00:00+00,4/10/2021,6/22/2021
401,401,HCTX,2021/04/11 05:00:00+00,601320,476028,42650,2021/06/22 05:00:00+00,4/11/2021,6/22/2021
402,402,HOU,2021/04/11 05:00:00+00,273440,130134,126920,2021/06/22 05:00:00+00,4/11/2021,6/22/2021
403,403,HCTX,2021/04/12 05:00:00+00,601320,480086,42650,2021/06/22 05:00:00+00,4/12/2021,6/22/2021
404,404,HOU,2021/04/12 05:00:00+00,275240,131545,126920,2021/06/22 05:00:00+00,4/12/2021,6/22/2021
405,405,HCTX,2021/04/13 05:00:00+00,616870,486884,42650,2021/06/22 05:00:00+00,4/13/2021,6/22/2021
406,406,HOU,2021/04/13 05:00:00+00,287940,132968,133420,2021/06/22 05:00:00+00,4/13/2021,6/22/2021
407,407,HCTX,2021/04/14 05:00:00+00,643780,494496,42650,2021/06/22 05:00:00+00,4/14/2021,6/22/2021
408,408,HOU,2021/04/14 05:00:00+00,287940,134721,133420,2021/06/22 05:00:00+00,4/14/2021,6/22/2021
409,409,HCTX,2021/04/15 05:00:00+00,646780,499431,42650,2021/06/22 05:00:00+00,4/15/2021,6/22/2021
410,410,HOU,2021/04/15 05:00:00+00,287940,136681,136760,2021/06/22 05:00:00+00,4/15/2021,6/22/2021
411,411,HCTX,2021/04/16 05:00:00+00,656780,509967,42650,2021/06/22 05:00:00+00,4/16/2021,6/22/2021
412,412,HOU,2021/04/16 05:00:00+00,297940,138807,137790,2021/06/22 05:00:00+00,4/16/2021,6/22/2021
413,413,HCTX,2021/04/17 05:00:00+00,656780,516502,42650,2021/06/22 05:00:00+00,4/17/2021,6/22/2021
414,414,HOU,2021/04/17 05:00:00+00,297940,139867,138190,2021/06/22 05:00:00+00,4/17/2021,6/22/2021
415,415,HCTX,2021/04/18 05:00:00+00,656780,517977,42650,2021/06/22 05:00:00+00,4/18/2021,6/22/2021
416,416,HOU,2021/04/18 05:00:00+00,297940,139867,138190,2021/06/22 05:00:00+00,4/18/2021,6/22/2021
417,417,HCTX,2021/04/19 05:00:00+00,700400,518820,42650,2021/06/22 05:00:00+00,4/19/2021,6/22/2021
418,418,HOU,2021/04/19 05:00:00+00,297940,140731,138190,2021/06/22 05:00:00+00,4/19/2021,6/22/2021
419,419,HCTX,2021/04/20 05:00:00+00,710400,522175,42650,2021/06/22 05:00:00+00,4/20/2021,6/22/2021
420,420,HOU,2021/04/20 05:00:00+00,310740,141436,145290,2021/06/22 05:00:00+00,4/20/2021,6/22/2021
421,421,HCTX,2021/04/21 05:00:00+00,710400,528124,42650,2021/06/22 05:00:00+00,4/21/2021,6/22/2021
422,422,HOU,2021/04/21 05:00:00+00,317120,142227,145290,2021/06/22 05:00:00+00,4/21/2021,6/22/2021
423,423,HCTX,2021/04/22 05:00:00+00,710900,530967,42950,2021/06/22 05:00:00+00,4/22/2021,6/22/2021
424,424,HOU,2021/04/22 05:00:00+00,317120,143354,149870,2021/06/22 05:00:00+00,4/22/2021,6/22/2021
425,425,HCTX,2021/04/23 05:00:00+00,715300,536728,42950,2021/06/22 05:00:00+00,4/23/2021,6/22/2021
426,426,HOU,2021/04/23 05:00:00+00,327120,144472,153940,2021/06/22 05:00:00+00,4/23/2021,6/22/2021
427,427,HCTX,2021/04/24 05:00:00+00,715300,542264,42950,2021/06/22 05:00:00+00,4/24/2021,6/22/2021
428,428,HOU,2021/04/24 05:00:00+00,327120,145510,153940,2021/06/22 05:00:00+00,4/24/2021,6/22/2021
429,429,HCTX,2021/04/25 05:00:00+00,715300,543617,42950,2021/06/22 05:00:00+00,4/25/2021,6/22/2021
430,430,HOU,2021/04/25 05:00:00+00,327120,145510,153940,2021/06/22 05:00:00+00,4/25/2021,6/22/2021
431,431,HCTX,2021/04/26 05:00:00+00,715300,545286,42950,2021/06/22 05:00:00+00,4/26/2021,6/22/2021
432,432,HOU,2021/04/26 05:00:00+00,330620,146462,153940,2021/06/22 05:00:00+00,4/26/2021,6/22/2021
433,433,HCTX,2021/04/27 05:00:00+00,725300,548688,42950,2021/06/22 05:00:00+00,4/27/2021,6/22/2021
434,434,HOU,2021/04/27 05:00:00+00,330620,147195,154740,2021/06/22 05:00:00+00,4/27/2021,6/22/2021
435,435,HCTX,2021/04/28 05:00:00+00,725300,552930,42950,2021/06/22 05:00:00+00,4/28/2021,6/22/2021
436,436,HOU,2021/04/28 05:00:00+00,331220,147877,154870,2021/06/22 05:00:00+00,4/28/2021,6/22/2021
437,437,HCTX,2021/04/29 05:00:00+00,725300,554440,42950,2021/06/22 05:00:00+00,4/29/2021,6/22/2021
438,438,HOU,2021/04/29 05:00:00+00,331220,149512,155810,2021/06/22 05:00:00+00,4/29/2021,6/22/2021
439,439,HCTX,2021/04/30 05:00:00+00,725300,558936,42950,2021/06/22 05:00:00+00,4/30/2021,6/22/2021
440,440,HOU,2021/04/30 05:00:00+00,331220,150730,161491,2021/06/22 05:00:00+00,4/30/2021,6/22/2021
441,441,HCTX,2021/05/01 05:00:00+00,725300,563063,42950,2021/06/22 05:00:00+00,5/1/2021,6/22/2021
442,442,HOU,2021/05/01 05:00:00+00,331220,150980,162341,2021/06/22 05:00:00+00,5/1/2021,6/22/2021
443,443,HCTX,2021/05/02 05:00:00+00,727640,564866,42950,2021/06/22 05:00:00+00,5/2/2021,6/22/2021
444,444,HOU,2021/05/02 05:00:00+00,331220,150980,162341,2021/06/22 05:00:00+00,5/2/2021,6/22/2021
445,445,HCTX,2021/05/03 05:00:00+00,737640,566977,42950,2021/06/22 05:00:00+00,5/3/2021,6/22/2021
446,446,HOU,2021/05/03 05:00:00+00,331820,151604,162341,2021/06/22 05:00:00+00,5/3/2021,6/22/2021
447,447,HCTX,2021/05/04 05:00:00+00,782100,571457,42950,2021/06/22 05:00:00+00,5/4/2021,6/22/2021
448,448,HOU,2021/05/04 05:00:00+00,331820,152415,162341,2021/06/22 05:00:00+00,5/4/2021,6/22/2021
449,449,HCTX,2021/05/05 05:00:00+00,782100,576879,43000,2021/06/22 05:00:00+00,5/5/2021,6/22/2021
450,450,HOU,2021/05/05 05:00:00+00,331820,153255,163271,2021/06/22 05:00:00+00,5/5/2021,6/22/2021
451,451,HCTX,2021/05/06 05:00:00+00,782100,581587,43000,2021/06/22 05:00:00+00,5/6/2021,6/22/2021
452,452,HOU,2021/05/06 05:00:00+00,331820,153768,163271,2021/06/22 05:00:00+00,5/6/2021,6/22/2021
453,453,HCTX,2021/05/07 05:00:00+00,782100,589739,43000,2021/06/22 05:00:00+00,5/7/2021,6/22/2021
454,454,HOU,2021/05/07 05:00:00+00,331820,154876,164201,2021/06/22 05:00:00+00,5/7/2021,6/22/2021
455,455,HCTX,2021/05/08 05:00:00+00,782100,593416,43000,2021/06/22 05:00:00+00,5/8/2021,6/22/2021
456,456,HOU,2021/05/08 05:00:00+00,331820,155514,164951,2021/06/22 05:00:00+00,5/8/2021,6/22/2021
457,457,HCTX,2021/05/09 05:00:00+00,782100,595954,43000,2021/06/22 05:00:00+00,5/9/2021,6/22/2021
458,458,HOU,2021/05/09 05:00:00+00,331820,155514,164951,2021/06/22 05:00:00+00,5/9/2021,6/22/2021
459,459,HCTX,2021/05/10 05:00:00+00,787100,599418,43000,2021/06/22 05:00:00+00,5/10/2021,6/22/2021
460,460,HOU,2021/05/10 05:00:00+00,344220,156009,165151,2021/06/22 05:00:00+00,5/10/2021,6/22/2021
461,461,HCTX,2021/05/11 05:00:00+00,787100,602655,43000,2021/06/22 05:00:00+00,5/11/2021,6/22/2021
462,462,HOU,2021/05/11 05:00:00+00,344220,156603,165151,2021/06/22 05:00:00+00,5/11/2021,6/22/2021
463,463,HCTX,2021/05/12 05:00:00+00,787100,607965,43000,2021/06/22 05:00:00+00,5/12/2021,6/22/2021
464,464,HOU,2021/05/12 05:00:00+00,344720,157142,165151,2021/06/22 05:00:00+00,5/12/2021,6/22/2021
465,465,HCTX,2021/05/13 05:00:00+00,787100,612194,43000,2021/06/22 05:00:00+00,5/13/2021,6/22/2021
466,466,HOU,2021/05/13 05:00:00+00,344720,157696,165471,2021/06/22 05:00:00+00,5/13/2021,6/22/2021
467,467,HCTX,2021/05/14 05:00:00+00,787100,618859,43000,2021/06/22 05:00:00+00,5/14/2021,6/22/2021
468,468,HOU,2021/05/14 05:00:00+00,345720,158462,166441,2021/06/22 05:00:00+00,5/14/2021,6/22/2021
469,469,HCTX,2021/05/15 05:00:00+00,787100,623646,43000,2021/06/22 05:00:00+00,5/15/2021,6/22/2021
470,470,HOU,2021/05/15 05:00:00+00,345720,159040,166836,2021/06/22 05:00:00+00,5/15/2021,6/22/2021
471,471,HCTX,2021/05/16 05:00:00+00,787100,625228,43000,2021/06/22 05:00:00+00,5/16/2021,6/22/2021
472,472,HOU,2021/05/16 05:00:00+00,345720,159040,166926,2021/06/22 05:00:00+00,5/16/2021,6/22/2021
473,473,HCTX,2021/05/17 05:00:00+00,787100,625831,43000,2021/06/22 05:00:00+00,5/17/2021,6/22/2021
474,474,HOU,2021/05/17 05:00:00+00,347520,159493,167426,2021/06/22 05:00:00+00,5/17/2021,6/22/2021
475,475,HCTX,2021/05/18 05:00:00+00,787100,628882,43000,2021/06/22 05:00:00+00,5/18/2021,6/22/2021
476,476,HOU,2021/05/18 05:00:00+00,347520,159899,168076,2021/06/22 05:00:00+00,5/18/2021,6/22/2021
477,477,HCTX,2021/05/19 05:00:00+00,787100,632019,68880,2021/06/22 05:00:00+00,5/19/2021,6/22/2021
478,478,HOU,2021/05/19 05:00:00+00,373400,160254,168156,2021/06/22 05:00:00+00,5/19/2021,6/22/2021
479,479,HCTX,2021/05/20 05:00:00+00,787100,635299,69080,2021/06/22 05:00:00+00,5/20/2021,6/22/2021
480,480,HOU,2021/05/20 05:00:00+00,373400,160687,169506,2021/06/22 05:00:00+00,5/20/2021,6/22/2021
481,481,HCTX,2021/05/21 05:00:00+00,787100,637899,69080,2021/06/22 05:00:00+00,5/21/2021,6/22/2021
482,482,HOU,2021/05/21 05:00:00+00,373400,161174,173306,2021/06/22 05:00:00+00,5/21/2021,6/22/2021
483,483,HCTX,2021/05/22 05:00:00+00,787100,641151,69080,2021/06/22 05:00:00+00,5/22/2021,6/22/2021
484,484,HOU,2021/05/22 05:00:00+00,373400,161521,175486,2021/06/22 05:00:00+00,5/22/2021,6/22/2021
485,485,HCTX,2021/05/23 05:00:00+00,787100,643438,69080,2021/06/22 05:00:00+00,5/23/2021,6/22/2021
486,486,HOU,2021/05/23 05:00:00+00,373400,161536,175486,2021/06/22 05:00:00+00,5/23/2021,6/22/2021
487,487,HCTX,2021/05/24 05:00:00+00,787100,643985,69110,2021/06/22 05:00:00+00,5/24/2021,6/22/2021
488,488,HOU,2021/05/24 05:00:00+00,373400,161838,175496,2021/06/22 05:00:00+00,5/24/2021,6/22/2021
489,489,HCTX,2021/05/25 05:00:00+00,787100,646324,69110,2021/06/22 05:00:00+00,5/25/2021,6/22/2021
490,490,HOU,2021/05/25 05:00:00+00,373400,162127,176096,2021/06/22 05:00:00+00,5/25/2021,6/22/2021
491,491,HCTX,2021/05/26 05:00:00+00,787100,648213,69110,2021/06/22 05:00:00+00,5/26/2021,6/22/2021
492,492,HOU,2021/05/26 05:00:00+00,373400,162453,176456,2021/06/22 05:00:00+00,5/26/2021,6/22/2021
493,493,HCTX,2021/05/27 05:00:00+00,787100,650229,69110,2021/06/22 05:00:00+00,5/27/2021,6/22/2021
494,494,HOU,2021/05/27 05:00:00+00,376900,162844,177686,2021/06/22 05:00:00+00,5/27/2021,6/22/2021
495,495,HCTX,2021/05/28 05:00:00+00,787100,652449,69110,2021/06/22 05:00:00+00,5/28/2021,6/22/2021
496,496,HOU,2021/05/28 05:00:00+00,376900,163236,177736,2021/06/22 05:00:00+00,5/28/2021,6/22/2021
497,497,HCTX,2021/05/29 05:00:00+00,787100,654206,69110,2021/06/22 05:00:00+00,5/29/2021,6/22/2021
498,498,HOU,2021/05/29 05:00:00+00,376900,163360,177884,2021/06/22 05:00:00+00,5/29/2021,6/22/2021
499,499,HCTX,2021/05/30 05:00:00+00,787100,655248,69110,2021/06/22 05:00:00+00,5/30/2021,6/22/2021
500,500,HOU,2021/05/30 05:00:00+00,376900,163371,177884,2021/06/22 05:00:00+00,5/30/2021,6/22/2021
501,501,HCTX,2021/05/31 05:00:00+00,787100,655248,69110,2021/06/22 05:00:00+00,5/31/2021,6/22/2021
502,502,HOU,2021/05/31 05:00:00+00,376900,163371,177884,2021/06/22 05:00:00+00,5/31/2021,6/22/2021
503,503,HCTX,2021/06/01 05:00:00+00,787100,656549,69110,2021/06/22 05:00:00+00,6/1/2021,6/22/2021
504,504,HOU,2021/06/01 05:00:00+00,376900,163751,179188,2021/06/22 05:00:00+00,6/1/2021,6/22/2021
505,505,HCTX,2021/06/02 05:00:00+00,787100,657766,69310,2021/06/22 05:00:00+00,6/2/2021,6/22/2021
506,506,HOU,2021/06/02 05:00:00+00,376900,163983,180362,2021/06/22 05:00:00+00,6/2/2021,6/22/2021
507,507,HCTX,2021/06/03 05:00:00+00,787100,659467,69310,2021/06/22 05:00:00+00,6/3/2021,6/22/2021
508,508,HOU,2021/06/03 05:00:00+00,376910,164184,182122,2021/06/22 05:00:00+00,6/3/2021,6/22/2021
509,509,HCTX,2021/06/04 05:00:00+00,787100,661241,69370,2021/06/22 05:00:00+00,6/4/2021,6/22/2021
510,510,HOU,2021/06/04 05:00:00+00,379250,164422,182442,2021/06/22 05:00:00+00,6/4/2021,6/22/2021
511,511,HCTX,2021/06/05 05:00:00+00,787100,663470,69370,2021/06/22 05:00:00+00,6/5/2021,6/22/2021
512,512,HOU,2021/06/05 05:00:00+00,379250,164532,182550,2021/06/22 05:00:00+00,6/5/2021,6/22/2021
513,513,HCTX,2021/06/06 05:00:00+00,787100,664684,69370,2021/06/22 05:00:00+00,6/6/2021,6/22/2021
514,514,HOU,2021/06/06 05:00:00+00,379250,164581,182550,2021/06/22 05:00:00+00,6/6/2021,6/22/2021
515,515,HCTX,2021/06/07 05:00:00+00,787100,665095,69410,2021/06/22 05:00:00+00,6/7/2021,6/22/2021
516,516,HOU,2021/06/07 05:00:00+00,379250,164726,184754,2021/06/22 05:00:00+00,6/7/2021,6/22/2021
517,517,HCTX,2021/06/08 05:00:00+00,787100,666537,69410,2021/06/22 05:00:00+00,6/8/2021,6/22/2021
518,518,HOU,2021/06/08 05:00:00+00,379250,164889,186426,2021/06/22 05:00:00+00,6/8/2021,6/22/2021
519,519,HCTX,2021/06/09 05:00:00+00,803480,667783,70370,2021/06/22 05:00:00+00,6/9/2021,6/22/2021
520,520,HOU,2021/06/09 05:00:00+00,379250,165020,187142,2021/06/22 05:00:00+00,6/9/2021,6/22/2021
521,521,HCTX,2021/06/10 05:00:00+00,803480,669134,70370,2021/06/22 05:00:00+00,6/10/2021,6/22/2021
522,522,HOU,2021/06/10 05:00:00+00,379250,165146,188683,2021/06/22 05:00:00+00,6/10/2021,6/22/2021
523,523,HCTX,2021/06/11 05:00:00+00,803480,670376,70370,2021/06/22 05:00:00+00,6/11/2021,6/22/2021
524,524,HOU,2021/06/11 05:00:00+00,379250,165342,193683,2021/06/22 05:00:00+00,6/11/2021,6/22/2021
525,525,HCTX,2021/06/12 05:00:00+00,803480,671775,70370,2021/06/22 05:00:00+00,6/12/2021,6/22/2021
526,526,HOU,2021/06/12 05:00:00+00,379250,165522,193723,2021/06/22 05:00:00+00,6/12/2021,6/22/2021
527,527,HCTX,2021/06/13 05:00:00+00,803480,672928,70370,2021/06/22 05:00:00+00,6/13/2021,6/22/2021
528,528,HOU,2021/06/13 05:00:00+00,379250,165534,193723,2021/06/22 05:00:00+00,6/13/2021,6/22/2021
529,529,HCTX,2021/06/14 05:00:00+00,803480,673034,70370,2021/06/22 05:00:00+00,6/14/2021,6/22/2021
530,530,HOU,2021/06/14 05:00:00+00,379250,165654,193723,2021/06/22 05:00:00+00,6/14/2021,6/22/2021
531,531,HCTX,2021/06/15 05:00:00+00,803480,673783,70370,2021/06/22 05:00:00+00,6/15/2021,6/22/2021
532,532,HOU,2021/06/15 05:00:00+00,379250,165654,193723,2021/06/22 05:00:00+00,6/15/2021,6/22/2021
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
